gene_symbol,log2FoldChange,pvalue
Aldh5a1,0.020193398,0.99999707
Gm26834,-0.028145134,0.99999707
Usp19,-0.004306449,0.99999707
Aff4,0.079313672,0.99999707
Capns1,0.001593656,0.99999707
Cdca7,0.069220626,0.99999707
Gpr35,-0.05968965,0.99999707
D530018E20Rik,-0.132308048,0.86905502
Gm6977,0.05227468,0.99999707
B430305J03Rik,-0.091371128,0.99999707
Lin37,0.019264386,0.99999707
Pi4kb,0.031535132,0.99999707
Lpcat3,0.198731785,0.061791748
Gm43310,0.003528207,0.99999707
Terc,0.136703367,0.554207516
Aldh1a7,-0.102717862,0.99999707
Mt1,0.041696959,0.99999707
Gm25363,0.027810428,0.99999707
Gm6425,-0.067381355,0.99999707
Ldha,-0.013555306,0.99999707
Gdf11,0.039285522,0.99999707
Gm26403,-0.01799303,0.99999707
Gm14400,0.031966888,0.99999707
Rpl11,0.010438052,0.99999707
Yes1,-0.02146872,0.99999707
Isoc1,0.093244344,0.980699013
Rbm7,0.025368388,0.99999707
Gm37204,0.056949863,0.99999707
Mir30c-1,0.025546551,0.99999707
Ybx1,-0.321963795,0.013434448
Tmem72,0.002775801,0.99999707
Gm44639,-0.006524144,0.99999707
AA645442,-0.003093841,0.99999707
Gm4149,0.015225069,0.99999707
Cdk8,0.046765459,0.99999707
Gm5884,-0.114593774,0.938853748
Gm37500,0.021223916,0.99999707
Snord42a,0.112364739,0.99999707
Tmem192,0.041817343,0.99999707
Lsm8,-0.056933884,0.99999707
Brf2,0.009923264,0.99999707
Stip1,-0.016896873,0.99999707
Arhgap6,-0.022937921,0.99999707
Fcrl1,-0.115800213,0.99999707
Ly6c1,0.034352995,0.99999707
Gm8004,0.055867618,0.964533825
Gm10268,0.074499689,0.99999707
Lgals8,-0.069108193,0.99999707
Lrrn4,0.033165569,0.99999707
Cenpf,0.0991471,0.99999707
Gm45148,0.061802121,0.99999707
Pik3cd,-0.159337153,0.74338648
Krt10,-0.112114883,0.973780391
Igkv6-15,-0.087756197,0.99999707
Ighv15-2,-0.002485874,0.99999707
Gm12630,-0.047246914,0.99999707
T2,-0.06512701,0.99999707
Mllt1,0.008276419,0.99999707
Bcas2,-0.012934252,0.99999707
Tcp11,0.031565862,0.99999707
Gm6074,-0.032919917,0.99999707
Rhbdd2,0.165568349,0.713145755
Hoxb6,0.063553334,0.99999707
Idh3g,0.189804696,0.220113206
Ackr4,0.008998208,0.99999707
Tmem9b,-0.084451141,0.99999707
Slc16a7,0.066829486,0.99999707
Gm37421,0.013503448,0.99999707
Tm2d2,-0.069229582,0.99999707
Exosc1,0.083178192,0.99999707
Gm44624,-0.078364151,0.99999707
Gm6415,-0.102631476,0.99999707
Tmem229b,0.121331685,0.99999707
Pfkfb4,-0.011161068,0.99999707
Rps27l,0.013749749,0.99999707
Gm10461,0.001996432,0.99999707
Ighv8-12,-0.02118157,0.99999707
C030010L15Rik,0.005440158,0.99999707
Gm9078,-0.070387026,0.99999707
Mslnl,-0.091036671,0.99999707
Nt5m,0.017962692,0.99999707
Hspa1b,0.140801902,0.964533825
Rps18-ps3,0.010777784,0.99999707
Gm42587,-0.148163444,0.657082297
Gm26497,-0.006126393,0.99999707
Ggct,-0.031055753,0.99999707
Bmyc,0.055223089,0.99999707
Gmpr,-0.004735838,0.99999707
4932438A13Rik,-0.068773809,0.99999707
Ifitm6,0.0079585,0.99999707
Gm6503,0.067957806,0.99999707
Slc15a4,0.069446614,0.99999707
Ninl,-0.025280605,0.99999707
Tmem176b,-0.0486637,0.99999707
Tmem198,-0.325402059,0.026402748
Gm42789,-0.034505817,0.99999707
Gm9377,0.002343351,0.99999707
Car3,0.148275635,0.906450989
Cdk12,0.010007542,0.99999707
Gm2522,0.042555713,0.99999707
Ppm1h,-0.101245956,0.99999707
Gm13171,0.072563131,0.99999707
Gm12953,-0.020638822,0.99999707
Gm5977,-0.006512078,0.99999707
Racgap1,0.062699928,0.99999707
Gnb1,0.014180461,0.99999707
Dyrk1b,-0.033173179,0.99999707
Ramp1,0.033890454,0.99999707
Mylpf,-0.005523713,0.99999707
Gm10101,-0.217967039,0.132927493
Synj1,0.08573468,0.99999707
Slc25a28,0.009777513,0.99999707
Fsip1,-0.031805302,0.99999707
Gm21984,0.027815263,0.99999707
Abhd11,-0.148873844,0.891851681
Tbc1d22a,0.0103965,0.99999707
Mybpc3,-0.047355435,0.99999707
Gm8444,-0.07463611,0.99999707
Oaz1-ps,0.008343437,0.99999707
H2-Eb1,0.002769831,0.99999707
Fndc4,0.065109903,0.99999707
Shc1,0.055877178,0.99999707
Il1r1,0.118323017,0.99999707
Usf3,0.016690654,0.99999707
Sdcbp2,0.196355156,0.42102918
Rab3ip,-0.008775016,0.99999707
Wdr13,0.333069067,0.003962811
Klrg2,0.062347946,0.99999707
Hsf1,0.206377325,0.169750544
Gm44816,-0.03989491,0.99999707
Lman2l,-0.055675056,0.99999707
Wwc2,-0.09202751,0.99999707
D430013B06Rik,0.149366697,0.290619728
Gm9218,-0.106797022,0.99999707
C78197,0.068471065,0.99999707
Ginm1,0.091832021,0.99999707
Hist1h4m,0.053871556,0.99999707
Nckap5l,-0.064801199,0.99999707
Gm37689,0.358705828,0.007763854
Bcas3,-0.020610181,0.99999707
3632451O06Rik,-0.017667198,0.99999707
Gm45217,0.001757348,0.99999707
Gabpa,0.048235825,0.99999707
Acot2,-0.002558135,0.99999707
Gm13657,-0.074358376,0.99999707
Timm17a,-0.035316942,0.99999707
Hps3,0.081791868,0.99999707
Gm2531,0.013764261,0.99999707
Gm27619,-0.075958027,0.99999707
Fndc10,0.001100677,0.99999707
Adss,0.081893669,0.99999707
Gm16205,-0.006077536,0.99999707
Gpr180,-0.015480018,0.99999707
Cbr3,-0.06661416,0.99999707
Olfr1372-ps1,-0.008484143,0.99999707
Ighv10-1,-0.011925797,0.99999707
Slc25a41,0.034763061,0.99999707
Gfm2,0.015987405,0.99999707
Gm8817,-0.017335586,0.99999707
Rab24,-0.008980899,0.99999707
Rpusd3,-0.023055117,0.99999707
Fam53c,-0.009808318,0.99999707
Ostc,0.01068885,0.99999707
5730405O15Rik,0.019152648,0.99999707
Gm45593,0.034088314,0.99999707
RP23-187B11.14,-0.052157242,0.99999707
Gtf3c3,0.024189244,0.99999707
Mlh1,0.131837428,0.86905502
Gm9423,-0.081019087,0.99999707
Gm7412,-0.027842387,0.99999707
Rgs1,-0.057788884,0.99999707
Edem2,-0.116765533,0.888867122
Gna13,-0.009590199,0.99999707
Cntn1,0.047090213,0.99999707
Rps25,0.005760221,0.99999707
Rrs1,-0.027841892,0.99999707
Gm5161,-0.011600798,0.99999707
Hsd11b2,0.009197741,0.99999707
Slc22a13,0.000689092,0.99999707
Gm45212,-0.072997149,0.99999707
Gm17841,0.045110315,0.99999707
Gm43807,0.092405092,0.99999707
Gm45621,-0.022352513,0.99999707
Pex10,0.006395877,0.99999707
Pgghg,0.077124599,0.99999707
Prss36,0.089474776,0.99999707
Acy1,0.045311385,0.99999707
Gm38247,-0.073785712,0.99999707
Tnks1bp1,0.043582035,0.99999707
Hif3a,0.034640973,0.99999707
Gm12221,-0.085327726,0.99999707
2310044K18Rik,-0.098223323,0.99999707
D11Wsu47e,0.061787924,0.99999707
Gm44855,-0.108261251,0.99999707
RP24-325N9.3,-0.028582869,0.99999707
Fam234b,0.024769548,0.99999707
Smad3,-0.045954695,0.99999707
Gm30948,-0.026033047,0.99999707
D930007J09Rik,0.041871407,0.99999707
Gm4804,-0.147331773,0.775060305
Gm6913,0.0590659,0.99999707
Gm13398,0.02545125,0.99999707
Adamts20,0.001179529,0.99999707
Gm12631,-0.040373537,0.99999707
Gm26675,0.001988258,0.99999707
Slc35b2,-0.212914497,0.302982056
Ldah,0.005106273,0.99999707
Gm6136,-0.05406809,0.99999707
Zfp52,0.037433007,0.99999707
Gm43368,0.014954981,0.99999707
Gm17021,-0.027612763,0.99999707
Syt5,0.092775969,0.536505612
Gm37305,-0.00186509,0.99999707
6330418K02Rik,-0.013659515,0.99999707
Ppp2r5c,0.0239076,0.99999707
Gm15751,-0.057130706,0.99999707
Tcte3,-0.009980563,0.99999707
Rab6b,0.024605788,0.99999707
Gm15836,0.084386299,0.99999707
Lif,-0.147072198,0.546979644
Gm8577,0.04790623,0.99999707
Rpe,-0.068948706,0.99999707
Gm24241,-0.001772445,0.99999707
1700112J16Rik,-0.00203439,0.99999707
Ntng2,-0.057825522,0.99999707
Atp6v0c-ps1,-0.126972394,0.93380146
Zfp579,-0.118627063,0.945964135
Lrrtm2,-0.081718952,0.99999707
Fbl,0.031010785,0.99999707
Fbxo32,0.049542397,0.99999707
Rpl13,0.067735325,0.99999707
Gm43775,0.024152415,0.99999707
Clec2l,0.121137021,0.99999707
Rnf41,0.127514673,0.975678505
Prrt3,-0.024940145,0.99999707
Gm12420,-0.035566178,0.99999707
Dnaja1-ps,-0.06183094,0.99999707
Serpini1,0.003497007,0.99999707
1700007K09Rik,0.012953111,0.99999707
Rpl7a-ps5,0.020048474,0.99999707
Mogs,0.112482961,0.975678505
Star,-0.068860732,0.99999707
Lamtor1,-0.012162821,0.99999707
Rdh10,0.001578935,0.99999707
Gm6786,0.067806824,0.99999707
Epb41l5,-0.049034161,0.99999707
Dcbld2,-0.065288056,0.99999707
Tnks,-0.069578742,0.99999707
Ndufs2,-0.004106945,0.99999707
Gja1,-0.037074209,0.99999707
Gm37342,-0.019445744,0.99999707
Mir6998,0.287454034,0.077550914
Cep250,0.019412511,0.99999707
Jag2,0.044408907,0.99999707
Spcs2-ps,-0.004853096,0.99999707
Gm25134,-0.006496196,0.99999707
Lonrf1,0.007685375,0.99999707
Gm19028,-0.00870501,0.99999707
Gm9436,-0.115203898,0.851306679
Cilp2,-0.231527306,0.019379957
Recql5,-0.073187319,0.99999707
Pcdh19,-0.264968703,0.142680771
Ebf1,-0.130955074,0.99999707
Gm16048,0.034083689,0.99999707
Aoc3,-0.08894121,0.99999707
Gm12261,0.12347646,0.979942677
Gm44164,0.049319065,0.99999707
Igkv4-50,0.081782469,0.99999707
Fam222b,0.007106899,0.99999707
Elmo1,-0.05677045,0.99999707
Gm5870,-0.029844995,0.99999707
Ighv9-2,0.087511538,0.99999707
Pcolce,0.004836588,0.99999707
Gm4812,-0.049071805,0.99999707
Bgn,0.055866838,0.99999707
Gm44287,-0.191011833,0.586009994
Vprbp,-0.008282443,0.99999707
AW046200,-0.052640235,0.99999707
Axdnd1,0.013541322,0.99999707
Fbxo27,0.011462437,0.99999707
Prtn3,-0.018988886,0.99999707
Spz1,-0.023819521,0.99999707
Hs1bp3,-0.007094458,0.99999707
F2r,-0.022452504,0.99999707
RP24-173L14.4,0.015048745,0.99999707
Psma3,-0.123619753,0.708309292
Iqgap1,0.036782405,0.99999707
Mmrn1,-0.043710378,0.99999707
Ccnb2-ps,-0.161389975,0.383424222
Gm9403,0.028162201,0.99999707
Gm6904,0.057715751,0.942901007
Hps1,-0.051361921,0.99999707
Srsf9,-0.06776141,0.99999707
Hmgb3,-0.043267049,0.99999707
Vkorc1l1,0.046085136,0.99999707
Pdxdc1,0.08396375,0.99999707
Ighv2-3,0.010976433,0.99999707
Gm12066,0.025380152,0.99999707
Gm14321,0.023552027,0.99999707
Gm15692,0.005167506,0.99999707
Slc35f3,-0.072819614,0.99999707
Zmynd8,0.108741191,0.99999707
Slc39a1,-0.000285966,0.99999707
RP24-131G14.5,-0.032900276,0.99999707
Gm5900,-0.042041309,0.99999707
Sephs2,-0.005672145,0.99999707
Gm10130,-0.061280368,0.99999707
Gm12943,0.002371516,0.99999707
Gm5876,0.00597306,0.99999707
Gm13567,0.000210026,0.99999707
Gm43571,-0.083112125,0.99999707
Pcdhgb4,-0.122898013,0.753296611
Sox5,0.050148352,0.99999707
Gm28048,-0.058165551,0.99999707
Gm2189,0.026951809,0.99999707
Gm11944,0.008373193,0.99999707
1700104B16Rik,-0.026109445,0.99999707
Gm9958,0.13074007,0.742364737
Fam63a,0.109616203,0.541409985
Gm37407,-0.320199623,0.035494874
Cystm1,0.034438286,0.99999707
Tcap,-0.00625222,0.99999707
Gm7847,-0.061155902,0.99999707
Gm43989,0.013224764,0.99999707
Gm20535,0.0936805,0.99999707
Zbtb26,0.263134125,0.072241516
Pam16,-0.007800995,0.99999707
Trim10,-0.172521843,0.728700775
Slc25a5,-0.038242508,0.99999707
Rpf1,0.07908498,0.99999707
Smarcc1,0.168283559,0.65769142
Fam53a,0.169856545,0.753506251
Tmprss3,-0.113083232,0.99999707
Mfsd1,0.103237035,0.99999707
Mir142b,0.049513293,0.99999707
Nfia,0.151053414,0.568352854
Aatf,0.044061921,0.99999707
Ccnf,0.13772971,0.72739407
Wac,0.038881091,0.99999707
Gm42628,0.597496999,0.000000028
Hoxb9,-0.034001641,0.99999707
Rab13,-0.02485401,0.99999707
Mir7682,0.0839754,0.99999707
Spata7,-0.047763208,0.99999707
Pfkl,0.056177875,0.99999707
Mir423,-0.02750361,0.99999707
Stxbp5l,-0.040732663,0.99999707
Psat1,-0.005537973,0.99999707
Gm43009,0.030360611,0.99999707
Rad23b,0.142748637,0.508026832
Mitd1,-0.076498765,0.99999707
Pank1,0.039681441,0.99999707
Gm28071,-0.027873355,0.99999707
Uqcc3,0.099339657,0.967650314
Lmo4,0.044163992,0.99999707
Gm20507,-0.017301748,0.99999707
Gm43017,0.060801471,0.99999707
Glis1,-0.214293087,0.413404438
Sp110,-0.007188107,0.99999707
Gm5761,-0.012593607,0.99999707
Zfp157,-0.011165329,0.99999707
Dennd5a,-0.029881089,0.99999707
Sp1,-0.059490626,0.99999707
Mir343,-0.347631291,0.014103217
Slc35f6,0.168109708,0.758850099
Gle1,0.066578032,0.99999707
Chd2,-0.011385114,0.99999707
3930402G23Rik,0.073327707,0.99999707
RP23-424C4.7,-0.099496256,0.99999707
Il1rl1,-0.016782603,0.99999707
2310043L19Rik,0.014855621,0.99999707
Gm10434,-0.047313949,0.99999707
1810037I17Rik,-0.125935936,0.724106728
Ccdc146,0.057260497,0.99999707
Gm42725,-0.020082085,0.99999707
Gm16510,0.097545165,0.99999707
Zfp638,0.035815724,0.99999707
Gm15420,0.047088277,0.99999707
Gm14306,-0.020213499,0.99999707
Mfsd2a,-0.037264588,0.99999707
Siah1b,-0.008577521,0.99999707
Rabl6,0.023673769,0.99999707
Gm12632,0.295713495,0.035156452
Slc8a1,-0.212888629,0.077550914
Phkb,-0.019772502,0.99999707
Gm35315,-0.214590936,0.079004369
Rab7b,-0.047806774,0.99999707
Rbbp7,0.034311485,0.99999707
Zbtb11os1,-0.016980376,0.99999707
Gm37748,-0.038202825,0.99999707
Gm8991,0.030666255,0.99999707
Pcdhga7,0.106607943,0.878011207
Clybl,0.016589086,0.99999707
Rita1,-0.099268909,0.99999707
Gtpbp3,-0.05942703,0.99999707
Gm9162,0.117386449,0.99999707
Gm27365,-0.012284431,0.99999707
Gm5976,-0.077177866,0.99999707
Igfbp4,-0.101636602,0.99999707
Fam227a,0.036042214,0.99999707
Gm2965,-0.021315392,0.99999707
Ldha-ps2,0.025051718,0.99999707
Snora21,0.024266651,0.99999707
Mrpl10,0.070070171,0.99999707
Pak4,0.052592838,0.99999707
Gm24407,-0.071736747,0.99999707
Iglc3,0.046898421,0.99999707
Atp5g2,0.038586131,0.99999707
4930438A08Rik,0.027421537,0.99999707
Clmp,-0.02690879,0.99999707
Sh3d21,0.06627768,0.99999707
2410089E03Rik,0.047604507,0.99999707
Aif1l,-0.0650744,0.99999707
Dock3,-0.062966189,0.99999707
Topors,0.014530037,0.99999707
Idh2,-0.091084094,0.99999707
Klhl42,0.008169882,0.99999707
Fmo5,-0.035215821,0.99999707
Gm44415,-0.023172034,0.99999707
Gpr68,0.185943237,0.64724684
Necap2,0.027884278,0.99999707
Cox6a1,0.102236266,0.99999707
Loxl2,-0.115574433,0.99999707
RP24-316B2.3,0.072150607,0.99999707
Gm13594,0.060980871,0.99999707
Gm38059,-0.054554378,0.99999707
Chd5,-0.015185848,0.99999707
Ighv1-78,-0.0019769,0.99999707
Tom1l1,0.085529954,0.874375045
Mtap,-0.056526632,0.99999707
Dcaf8,0.005423147,0.99999707
Nt5dc1,-0.035641005,0.99999707
Fbxo45,0.030647611,0.99999707
Phospho1,0.016662831,0.99999707
Mier2,-0.012887329,0.99999707
Hspa1l,-0.10295443,0.99999707
Gm43173,-0.002724012,0.99999707
RP23-23P9.4,0.107718634,0.927529373
Shisa4,-0.019402461,0.99999707
Gm7224,0.00712722,0.99999707
Plekhf1,0.005661674,0.99999707
Lancl2,0.014420506,0.99999707
Gm7867,-0.005475055,0.99999707
Gm37729,-0.034936488,0.99999707
Igkv4-69,-0.041156992,0.99999707
Gm45548,-0.003053873,0.99999707
Ralgapb,-0.042560663,0.99999707
Zglp1,-0.031238383,0.99999707
Foxo1,-0.287905598,0.069639979
Fndc3c1,-0.012964233,0.99999707
RP24-238M4.4,0.046825426,0.99999707
Gm9785,-0.03270542,0.99999707
Gdap10,0.022395022,0.99999707
Rpl27-ps3,-0.024543615,0.99999707
Mbip,-0.005974141,0.99999707
Mapk15,0.022183815,0.99999707
Nit2,-0.01640923,0.99999707
Gm9892,0.078787929,0.99999707
Zfp36,-0.046138407,0.99999707
9530062K07Rik,0.170383141,0.681360384
Gm8666,0.108566237,0.853072994
Gm10584,-0.023053304,0.99999707
Srp72,-0.029917625,0.99999707
Ighd4-1,0.012312799,0.99999707
Ggt1,0.146596343,0.753296611
Pdgfc,0.029849166,0.99999707
Ntn4,-0.04668406,0.99999707
Smyd3,0.096901139,0.888867122
Myd88,-0.117429379,0.93981674
Gm6443,-0.000478704,0.99999707
Rps6ka4,-0.048868509,0.99999707
Rab11fip1,0.039203451,0.99999707
Gm44000,0.037573953,0.99999707
Gm11975,0.046439832,0.99999707
Gm38358,0.010503157,0.99999707
Stap1,-0.010687802,0.99999707
RP23-323L3.1,-0.018162702,0.99999707
Mir7688,0.034257713,0.99999707
Nop14,0.03629981,0.99999707
Mir3060,-0.156227119,0.314809005
Ptk7,0.104381485,0.99999707
Uxt,-0.153125699,0.442303962
Egln3,-0.160239592,0.813168664
Gm8964,0.063410383,0.99999707
Rabepk,-0.050042464,0.99999707
Gm9027,-0.02211193,0.99999707
Jade1,0.018059494,0.99999707
Itgb5,-0.067728568,0.99999707
Cyp2j9,-0.049897665,0.99999707
Gm21859,-0.015027909,0.99999707
Ms4a3,0.013218424,0.99999707
Gm27320,0.044869987,0.99999707
Gm42453,-0.02024638,0.99999707
Sp2,0.011323234,0.99999707
Cyp51,0.041167015,0.99999707
Cacna1e,0.017208183,0.99999707
Usp8,0.038921539,0.99999707
Gm19967,-0.028847275,0.99999707
Rasgrp2,-0.043183109,0.99999707
Chchd5,0.010600889,0.99999707
Crmp1,-0.014128817,0.99999707
A430057M04Rik,0.146997604,0.537755458
RP24-473A18.4,0.204637187,0.149006727
RP23-269H21.1,-0.093788966,0.99999707
Ip6k2,0.013742666,0.99999707
Gm23833,-0.193863,0.33628044
Rdh12,-0.03467323,0.99999707
Clp1,-0.08308778,0.99999707
Uaca,0.071452832,0.99999707
1700096K18Rik,-0.079054815,0.99999707
Smc1a,0.173374105,0.3678033
Lncpint,0.013229482,0.99999707
1700026D11Rik,-0.001709439,0.99999707
Prickle1,0.529473857,7.24E-12
Tubgcp3,0.03942587,0.99999707
Npff,0.037933859,0.99999707
Heatr5b,-0.128859934,0.93981674
Oaz2,0.048990835,0.99999707
Nemf,0.226205281,0.293024946
Prss39,0.104068588,0.99999707
Zcchc4,0.008404832,0.99999707
Cnnm1,-0.129856902,0.99999707
Zfp235,-0.098427025,0.99999707
Rpl31-ps5,-0.06597192,0.99999707
Gm45632,0.036241524,0.99999707
Ighv1-33,-0.011031708,0.99999707
Abhd4,-0.03468688,0.99999707
Gm5145,0.014182476,0.99999707
Gm3052,-0.072682249,0.99999707
Gm45568,-0.027272466,0.99999707
Gm45473,0.139988024,0.818320918
Slc6a3,-0.221901582,0.367013097
Fas,0.034053291,0.99999707
Arrdc1,0.071927062,0.99999707
Cgn,-0.036044715,0.99999707
Fam126a,0.000492905,0.99999707
Hist1h3b,-0.081689566,0.99999707
D8Ertd738e,0.000309719,0.99999707
Gpr108,0.0064016,0.99999707
Vps13d,-0.075313188,0.99999707
Map1lc3a,0.092922212,0.99999707
Gm3283,-0.060258723,0.99999707
BC065397,-0.042748158,0.99999707
2300009A05Rik,0.18524071,0.233113172
Dicer1,-0.007331154,0.99999707
Gm14539,-0.08252292,0.99999707
Zfp239,0.061187382,0.99999707
Gm43524,-0.043764306,0.99999707
Gm11663,-0.030803992,0.99999707
Cd82,0.01414148,0.99999707
Farp1,0.052810474,0.99999707
Pacsin2,-0.050468575,0.99999707
Smpd1,0.053348987,0.99999707
Irf2bp1,-0.015476765,0.99999707
Trpm5,0.045543754,0.99999707
Tmem63b,0.039274241,0.99999707
2810428J06Rik,0.014789249,0.99999707
Zfp558,-0.111770932,0.951901751
Gm12057,-0.01950592,0.99999707
Syn3,-0.022736622,0.99999707
Ehd4,-0.059119,0.99999707
Gm5322,0.100667926,0.974975862
Gm10433,-0.000928813,0.99999707
Teddm2,-0.006938343,0.99999707
Mbnl2,0.203688208,0.473612203
Gm44627,-0.0748356,0.99999707
Pde8a,0.041906277,0.99999707
Atf4,0.039745909,0.99999707
Gm16156,-0.005692461,0.99999707
Gm15183,0.120268006,0.99999707
Gm11687,-0.120651544,0.987266254
Gm13772,-0.347962337,0.00004
Ap3s1,0.027679202,0.99999707
Cxx1c,-0.028520544,0.99999707
Adgrf2,0.007614587,0.99999707
Cxcr4,-0.100059876,0.99999707
Galt,-0.000875239,0.99999707
Rnf185,-0.254631034,0.120629569
Gm12733,-0.105544625,0.99999707
Slc41a1,0.021211127,0.99999707
Eef2,-0.095452411,0.99999707
Gm11772,-0.163573262,0.776527557
3010001F23Rik,-0.011205251,0.99999707
Lpxn,-0.053393077,0.99999707
Mir17hg,0.005661987,0.99999707
Gm11520,-0.056642352,0.99999707
Cars,-0.037617233,0.99999707
Gm24996,-0.052929848,0.99999707
Kat7,0.12621367,0.99999707
Dusp8,0.12366926,0.99999707
RP23-104D6.2,0.023549988,0.99999707
Rhno1,0.051703164,0.99999707
Megf9,0.079667451,0.980699013
Klhl31,0.023966136,0.99999707
RP23-115O21.3,-0.014235031,0.99999707
Abca7,-0.137604587,0.759587253
Itpkb,-0.008965175,0.99999707
Capn2,-0.001183163,0.99999707
Erich5,-0.086243195,0.99999707
Gm26461,-0.012676873,0.99999707
Gm23061,0.052671029,0.99999707
Creb1,0.050424864,0.99999707
Peli2,-0.107666827,0.99999707
Zc3h14,0.046408744,0.99999707
Atic,0.007928165,0.99999707
AA465934,-0.013917858,0.99999707
Dhx35,-0.001061019,0.99999707
Gm43110,-0.074953837,0.99999707
Gm37520,-0.029882601,0.99999707
Mxra8,-0.076395071,0.99999707
Gm42861,0.245848709,0.149006727
Treml1,0.018171923,0.99999707
Irf2bpl,0.025983976,0.99999707
4930509E16Rik,0.028840575,0.99999707
Dnajb13,-0.046669437,0.99999707
Tcaim,-0.045448512,0.99999707
Gm43604,0.00748273,0.99999707
Glrx,-0.048835382,0.99999707
Gemin6,-0.063910628,0.99999707
Fbp1,0.044366257,0.99999707
Vash2,0.012909878,0.99999707
Pgam5,0.068521095,0.99999707
Fam122a,0.130775775,0.931976539
Tekt2,0.076607124,0.99999707
Bpgm,0.075058878,0.99999707
Gm28869,-0.056119259,0.99999707
Gm5523,-0.045828315,0.99999707
Tmx4,0.026839334,0.99999707
Gm42940,-0.021205521,0.99999707
Klc1,-0.179188832,0.608374689
Gm43949,-0.094163897,0.99999707
Gm37702,-0.037807196,0.99999707
H2afz,0.012619322,0.99999707
Clk2,-0.146978678,0.812399977
Ube4bos1,-0.001479201,0.99999707
Gm12355,-0.01847562,0.99999707
Gm2199,0.078826292,0.99999707
Gm4430,-0.0199912,0.99999707
Psmd9,0.060339201,0.99999707
Kifc5c-ps,0.150658988,0.620104836
Nek4,0.135996669,0.966131791
Utp6,0.009205409,0.99999707
Mageh1,0.032769937,0.99999707
Guca2b,0.051837309,0.99999707
Mef2a,-0.076248185,0.99999707
Gm10109,0.048510225,0.99999707
Sema6b,0.04238222,0.99999707
Polr3a,0.049282775,0.99999707
Tgfb1,0.037387092,0.99999707
Ccnb1,-0.026752382,0.99999707
Nuak1,0.091256709,0.99999707
Mbd6,-0.301580198,0.059540854
Tspan6,-0.012680337,0.99999707
Myo1d,0.013050608,0.99999707
Il17ra,0.005755306,0.99999707
2810013P06Rik,0.007046445,0.99999707
Vkorc1,-0.21147813,0.423400902
Zfand2a,-0.010671934,0.99999707
Gm13563,-0.013862478,0.99999707
Zfp976,0.007761657,0.99999707
A430005L14Rik,0.05410825,0.99999707
Gm11488,0.057044562,0.99999707
Ndufa13,-0.194728678,0.434957964
Pno1,-0.001423157,0.99999707
Icam1,0.024881355,0.99999707
Mrpl4,0.005372259,0.99999707
Scarna2,0.023818599,0.99999707
Prickle3,0.062843406,0.99999707
Cox19,-0.011716931,0.99999707
Icosl,-0.282387318,0.037120324
Selenbp2,-0.017708916,0.99999707
Gm26857,-0.013568066,0.99999707
Muc1,-0.070813337,0.99999707
Trappc12,0.315488597,0.037235928
Tsn,-0.130379478,0.710187661
Tmem186,-0.01216044,0.99999707
Rpl36-ps9,0.047793808,0.99999707
Scd2,0.036631337,0.99999707
Gm14231,-0.077938942,0.99999707
Gm12178,-0.171299305,0.615558873
Gm4518,-0.082413532,0.99999707
Iqcb1,0.04696215,0.99999707
Gm16001,0.089241694,0.99999707
Cwc25,-0.06049608,0.99999707
E430018J23Rik,0.023873884,0.99999707
Hsp90ab1,-0.011790919,0.99999707
Gm6075,-0.102780912,0.99999707
Bnip3l,0.05815181,0.99999707
Insig1,-0.025970541,0.99999707
Gm8199,-0.024827751,0.99999707
Slc39a3,0.057075838,0.99999707
Atp10a,-0.042708131,0.99999707
Wfikkn2,-0.022403841,0.99999707
Cul7,-0.057593096,0.99999707
Hspb6,-0.050062779,0.99999707
Ms4a6d,0.001589136,0.99999707
Cacnb1,-0.050202244,0.99999707
Clic3,0.027739294,0.99999707
Gm12704,0.049040153,0.99999707
Tlcd1,-0.113329005,0.99999707
Gm26648,0.025815652,0.99999707
Med20,0.171671058,0.601620885
Gm38014,0.012608748,0.99999707
Gm7693,-0.054709451,0.99999707
Cyfip1,-0.035853302,0.99999707
Gm37070,0.009957648,0.99999707
Rsph10b,0.013630946,0.99999707
Gm6621,-0.036394881,0.99999707
Igkv8-31,-0.031006328,0.99999707
Slc23a3,0.026832978,0.99999707
4833427G06Rik,0.008329372,0.99999707
Lima1,-0.048170304,0.99999707
Tbc1d10c,-0.024026246,0.99999707
Lsm12,-0.020693762,0.99999707
Tspyl2,-0.034947885,0.99999707
Plxna3,0.056272393,0.99999707
1500005C15Rik,-0.037489619,0.99999707
Olfr755-ps1,0.028113858,0.99999707
